"","pcs_sicore","X","offre","fonction","offre_clean","sect","siren","fap2009_detaillee","fap2009_inter","fap2009_agreg"
"18721","636d",52108,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",448593855,"S1Z40","S1Z","S"
"18722","636d",54897,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",511427502,"S1Z40","S1Z","S"
"18723","636d",2176,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",571781236,"S1Z40","S1Z","S"
"18724","636d",28666,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",814239273,"S1Z40","S1Z","S"
"18725","636d",37655,"Cuisinier collectivite (h/f), bourg les valence","Médecine/Santé","cuisinier collectivite les","Hôtellerie/Restauration",998823504,"S1Z40","S1Z","S"
"18726","636d",22348,"CUISINIER (ère) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",525224820,"S1Z40","S1Z","S"
"18727","636d",46230,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",350973681,"S1Z40","S1Z","S"
"18728","636d",56444,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",443786736,"S1Z40","S1Z","S"
"18729","636d",42598,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",384303574,"S1Z40","S1Z","S"
"18730","636d",49570,"Cuisinier Nice (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",789859295,"S1Z40","S1Z","S"
"18731","636d",21340,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",348671124,"S1Z40","S1Z","S"
"18732","636d",33856,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",817797210,"S1Z40","S1Z","S"
"18733","636d",24014,"CUISINIER (Second(e) (H/F)","","cuisinier","Hôtellerie/Restauration",448320119,"S1Z40","S1Z","S"
"18734","636d",8988,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",792947384,"S1Z40","S1Z","S"
"18735","636d",15551,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Services publics/Administrations",266900133,"S1Z40","S1Z","S"
"18736","636d",47986,"Cuisinier ou ecaillé (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",805320249,"S1Z40","S1Z","S"
"18737","636d",10062,"aide cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",807680798,"S1Z40","S1Z","S"
"18738","636d",56731,"Cuisinier / aide de cuisine (H/F)","Ouvrier/Artisan","cuisinier aide cuisine","Hôtellerie/Restauration",810716019,"S1Z40","S1Z","S"
"18739","636d",11073,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",499522431,"S1Z40","S1Z","S"
"18740","636d",39721,"Cuisinier/second cuisine (H/F)","Hôtellerie/Restauration","cuisinier second cuisine","Hôtellerie/Restauration",399332584,"S1Z40","S1Z","S"
"18741","636d",2251,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",797424884,"S1Z40","S1Z","S"
"18742","636d",41850,"Second(de) de Cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",572102176,"S1Z40","S1Z","S"
"18743","636d",22931,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",391125796,"S1Z40","S1Z","S"
"18744","636d",54685,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",750274623,"S1Z40","S1Z","S"
"18745","636d",5847,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",481871499,"S1Z40","S1Z","S"
"18746","636d",48246,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",820149870,"S1Z40","S1Z","S"
"18747","636d",1070,"Cuisinier(ere) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",421744913,"S1Z40","S1Z","S"
"18748","636d",28039,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",450886452,"S1Z40","S1Z","S"
"18749","636d",23665,"Pizzaiolo (H/F)","","pizzaiolo","Hôtellerie/Restauration",419765342,"S1Z40","S1Z","S"
"18750","636d",12704,"Cuisinier, cuisinier traiteur (H/F)","Production/Opérations","cuisinier  cuisinier traiteur","Hôtellerie/Restauration",401112297,"S1Z40","S1Z","S"
"18751","636d",9985,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",820633121,"S1Z40","S1Z","S"
"18752","636d",54621,"Formation Pizzaïolo (H/F)","Hôtellerie/Restauration","formation pizzaiolo","Hôtellerie/Restauration",321591646,"S1Z40","S1Z","S"
"18753","636d",12287,"Aide de cuisine (H/F)","Ouvrier/Artisan","aide cuisine","Commerce/Distribution",391472172,"S1Z40","S1Z","S"
"18754","636d",7232,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",409700499,"S1Z40","S1Z","S"
"18755","636d",13239,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",442077327,"S1Z40","S1Z","S"
"18756","636d",36512,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",497656926,"S1Z40","S1Z","S"
"18757","636d",15973,"Cuisinier(ère) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",450544408,"S1Z40","S1Z","S"
"18758","636d",52065,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",511123333,"S1Z40","S1Z","S"
"18759","636d",53764,"Commis de cuisine (H/F)","Production/Opérations","commis cuisine","Hôtellerie/Restauration",399609965,"S1Z40","S1Z","S"
"18760","636d",45749,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",798879466,"S1Z40","S1Z","S"
"18761","636d",37484,"Cuisine (H/F)","Hôtellerie/Restauration","cuisine","Hôtellerie/Restauration",343946588,"S1Z40","S1Z","S"
"18762","636d",22422,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",798195327,"S1Z40","S1Z","S"
"18763","636d",9718,"Commis de Cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",420462046,"S1Z40","S1Z","S"
"18764","636d",33034,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",509166112,"S1Z40","S1Z","S"
"18765","636d",19762,"Commis de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",444581508,"S1Z40","S1Z","S"
"18766","636d",45507,"Cuisiner (re) (H/F)","Hôtellerie/Restauration","cuisiner","Hôtellerie/Restauration",527518005,"S1Z40","S1Z","S"
"18767","636d",15527,"Cuisinier(e) de collectivite (H/F)","Services à la personne","cuisinier collectivite","Services",316832344,"S1Z40","S1Z","S"
"18768","636d",39181,"Cuisinier/ aide cuisine (H/F)","","cuisinier  aide cuisine","Hôtellerie/Restauration",951254895,"S1Z40","S1Z","S"
"18769","636d",27695,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",823863584,"S1Z40","S1Z","S"
"18770","636d",28142,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",533641908,"S1Z40","S1Z","S"
"18771","636d",33895,"Cuisinier polyvalent (H/F)","Hôtellerie/Restauration","cuisinier polyvalent","Hôtellerie/Restauration",378172308,"S1Z40","S1Z","S"
"18772","636d",57590,"Cuisinier (second de cuisine) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",442598421,"S1Z40","S1Z","S"
"18773","636d",55277,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",529100729,"S1Z40","S1Z","S"
"18774","636d",6231,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",393777495,"S1Z40","S1Z","S"
"18775","636d",30575,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",433339330,"S1Z40","S1Z","S"
"18776","636d",51653,"Cuisinier(e) en collectivité (H/F)","Hôtellerie/Restauration","cuisinier collectivite","Hôtellerie/Restauration",798730420,"S1Z40","S1Z","S"
"18777","636d",15508,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",800918294,"S1Z40","S1Z","S"
"18778","636d",33590,"COMMIS(se ) de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",809936016,"S1Z40","S1Z","S"
"18779","636d",49628,"Pizzailo (H/F)","Hôtellerie/Restauration","pizzailo","Hôtellerie/Restauration",815269352,"S1Z40","S1Z","S"
"18780","636d",10152,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",494800329,"S1Z40","S1Z","S"
"18781","636d",26722,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",810903641,"S1Z40","S1Z","S"
"18782","636d",57644,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",494942295,"S1Z40","S1Z","S"
"18783","636d",4221,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",409013554,"S1Z40","S1Z","S"
"18784","636d",7461,"Cuisinièr(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",809192966,"S1Z40","S1Z","S"
"18785","636d",25241,"Commis de cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",430294009,"S1Z40","S1Z","S"
"18786","636d",30465,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",818241622,"S1Z40","S1Z","S"
"18787","636d",40959,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",521031989,"S1Z40","S1Z","S"
"18788","636d",38161,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",752503854,"S1Z40","S1Z","S"
"18789","636d",46876,"Aide cuisinier/ cuisinier (H/F)","Hôtellerie/Restauration","aide cuisinier  cuisinier","Hôtellerie/Restauration",437986615,"S1Z40","S1Z","S"
"18790","636d",38367,"Cuisinier(re) (H/F)","","cuisinier","Hôtellerie/Restauration",518749296,"S1Z40","S1Z","S"
"18791","636d",55706,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",428225072,"S1Z40","S1Z","S"
"18792","636d",2902,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",428639207,"S1Z40","S1Z","S"
"18793","636d",18524,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",420004608,"S1Z40","S1Z","S"
"18794","636d",6695,"Aide cuisinier (H/F)","Hôtellerie/Restauration","aide cuisinier","Hôtellerie/Restauration",512446683,"S1Z40","S1Z","S"
"18795","636d",2059,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",451010235,"S1Z40","S1Z","S"
"18796","636d",38089,"Cuisinier Polyvalent Grilladin (H/F)","Hôtellerie/Restauration","cuisinier polyvalent grilladin","Hôtellerie/Restauration",803067347,"S1Z40","S1Z","S"
"18797","636d",20344,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",325544369,"S1Z40","S1Z","S"
"18798","636d",45615,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",352645261,"S1Z40","S1Z","S"
"18799","636d",33347,"Cuisinier traiteur (H/F)","Ouvrier/Artisan","cuisinier traiteur","Hôtellerie/Restauration",58802299,"S1Z40","S1Z","S"
"18800","636d",7513,"Commis de cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",484207477,"S1Z40","S1Z","S"
"18801","636d",49141,"Second de cuisine  (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",530450535,"S1Z40","S1Z","S"
"18802","636d",40452,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",534921945,"S1Z40","S1Z","S"
"18803","636d",11969,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",814802914,"S1Z40","S1Z","S"
"18804","636d",17010,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",537696213,"S1Z40","S1Z","S"
"18805","636d",11033,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",632041042,"S1Z40","S1Z","S"
"18806","636d",34612,"SECOND DE CUISINE  (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",502660301,"S1Z40","S1Z","S"
"18807","636d",49150,"Cuisinier (H/F)","","cuisinier","",520317827,"S1Z40","S1Z","S"
"18808","636d",40310,"Commis de cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",429249949,"S1Z40","S1Z","S"
"18809","636d",47738,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",510047491,"S1Z40","S1Z","S"
"18810","636d",30370,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",320281512,"S1Z40","S1Z","S"
"18811","636d",9919,"Cuisinier H/F","Administration/Services généraux","cuisinier","Hôtellerie/Restauration",415018464,"S1Z40","S1Z","S"
"18812","636d",54272,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",494971492,"S1Z40","S1Z","S"
"18813","636d",43774,"Second(e) de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",950382481,"S1Z40","S1Z","S"
"18814","636d",40293,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",499566446,"S1Z40","S1Z","S"
"18815","636d",22284,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",414606897,"S1Z40","S1Z","S"
"18816","636d",3600,"Patissier(e) de restaurant (H/F)","Hôtellerie/Restauration","patissier restaurant","Hôtellerie/Restauration",412235780,"S1Z40","S1Z","S"
"18817","636d",44237,"Cuisinier aide cuisine (H/F)","Hôtellerie/Restauration","cuisinier aide cuisine","Hôtellerie/Restauration",491008231,"S1Z40","S1Z","S"
"18818","636d",44040,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",822026779,"S1Z40","S1Z","S"
"18819","636d",45292,"Cuisinier  (H/F)","","cuisinier","",791260532,"S1Z40","S1Z","S"
"18820","636d",58172,"Commis de cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",812815611,"S1Z40","S1Z","S"
"18821","636d",43559,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",820931582,"S1Z40","S1Z","S"
"18822","636d",21251,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Tourisme",520666009,"S1Z40","S1Z","S"
"18823","636d",26544,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",818684060,"S1Z40","S1Z","S"
"18824","636d",30466,"Commis de Cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",539501643,"S1Z40","S1Z","S"
"18825","636d",30989,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",438845422,"S1Z40","S1Z","S"
"18826","636d",47393,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",803003615,"S1Z40","S1Z","S"
"18827","636d",16135,"Cuisinier polyvalent - Sushiman (56) (H/F)","Hôtellerie/Restauration","cuisinier polyvalent sushiman","Hôtellerie/Restauration",507832244,"S1Z40","S1Z","S"
"18828","636d",30194,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",957501232,"S1Z40","S1Z","S"
"18829","636d",56343,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",535357347,"S1Z40","S1Z","S"
"18830","636d",7226,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",325306678,"S1Z40","S1Z","S"
"18831","636d",3849,"Cuisinier en restauration (h/f)","Production/Opérations","cuisinier restauration","Hôtellerie/Restauration",537623894,"S1Z40","S1Z","S"
"18832","636d",24242,"Pizzaïolo (ela) (H/F)","","pizzaiolo","Hôtellerie/Restauration",498871979,"S1Z40","S1Z","S"
"18833","636d",54983,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",531551463,"S1Z40","S1Z","S"
"18834","636d",7107,"Cuisinier(ère)  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",749839098,"S1Z40","S1Z","S"
"18835","636d",28567,"Aide cuisine  (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",801579384,"S1Z40","S1Z","S"
"18836","636d",47739,"Aide cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",452066491,"S1Z40","S1Z","S"
"18837","636d",36444,"Commis de cuisine (  ) (H/F)","","commis cuisine","Hôtellerie/Restauration",820506905,"S1Z40","S1Z","S"
"18838","636d",14999,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",419107107,"S1Z40","S1Z","S"
"18839","636d",29950,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",569501059,"S1Z40","S1Z","S"
"18840","636d",38813,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",814870556,"S1Z40","S1Z","S"
"18841","636d",22840,"Pizzaiolo  (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",434588158,"S1Z40","S1Z","S"
"18842","636d",17190,"Aide de cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",752882746,"S1Z40","S1Z","S"
"18843","636d",13731,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",382068120,"S1Z40","S1Z","S"
"18844","636d",15683,"Cuisiner (H/F)","","cuisiner","Hôtellerie/Restauration",501718738,"S1Z40","S1Z","S"
"18845","636d",15441,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",520666009,"S1Z40","S1Z","S"
"18846","636d",52627,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",433957693,"S1Z40","S1Z","S"
"18847","636d",5726,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",823523915,"S1Z40","S1Z","S"
"18848","636d",58532,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",812087898,"S1Z40","S1Z","S"
"18849","636d",49143,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",379256399,"S1Z40","S1Z","S"
"18850","636d",44820,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",319687547,"S1Z40","S1Z","S"
"18851","636d",11293,"Cuisinier h/f","Production/Opérations","cuisinier","Industrie/Environnement",804990224,"S1Z40","S1Z","S"
"18852","636d",38152,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",795071208,"S1Z40","S1Z","S"
"18853","636d",19766,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",811318773,"S1Z40","S1Z","S"
"18854","636d",27345,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",509540407,"S1Z40","S1Z","S"
"18855","636d",11502,"Cuisinier à Arras (H/F)","Hôtellerie/Restauration","cuisinier","Services",783905433,"S1Z40","S1Z","S"
"18856","636d",41199,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",503505745,"S1Z40","S1Z","S"
"18857","636d",52790,"Cuisinier polyvalent- Sushiman  (03) (H/F)","Hôtellerie/Restauration","cuisinier polyvalent  sushiman","Hôtellerie/Restauration",507832244,"S1Z40","S1Z","S"
"18858","636d",44890,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",488245556,"S1Z40","S1Z","S"
"18859","636d",47373,"Pizzaïolo(a) (H/F)","","pizzaiolo","",794423293,"S1Z40","S1Z","S"
"18860","636d",38257,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",331280065,"S1Z40","S1Z","S"
